"","V1"
"1",-0.0472703153862778
"2",-0.0495123248406568
"3",-0.040787897622811
"4",-0.0414404148037492
"5",-0.0414344065980421
"6",-0.0387732435333435
"7",-0.0429119001578719
"8",-0.041693450462916
"9",-0.0442421266962989
"10",-0.0706505695394858
"11",-0.0585806807273589
"12",-0.0673591623491255
"13",-0.0575843624022832
"14",-0.0643130193250358
"15",-0.0576195917008515
"16",-0.0537200483470334
"17",-0.0505423427935394
"18",-0.0514349133604855
"19",-0.051332130946561
"20",-0.0495457313283993
"21",-0.0499373632739902
"22",-0.0480554856784707
"23",-0.0393526093825913
"24",-0.0471135779457096
"25",-0.0378654839085308
"26",-0.0458520029444124
"27",-0.0489598172309979
"28",-0.0460986770194714
"29",-0.0492689296395269
"30",-0.0559442134287461
"31",-0.0868356074070161
"32",-0.0918324183537476
"33",-0.0969319950121935
"34",-0.0970210223808406
"35",-0.0746531737017027
"36",-0.0892033898431824
"37",-0.104433816642129
"38",-0.0948110545124301
"39",-0.0730551070118058
"40",-0.0651230624282763
"41",-0.0630203208834002
"42",-0.0668660112254338
"43",-0.0829276161306066
"44",-0.0737560948313482
"45",-0.0860276491705163
"46",-0.0975001516761468
"47",-0.0956291883570195
"48",-0.106229378203805
"49",-0.100416536083553
"50",-0.101866565507863
"51",-0.109065145077036
"52",-0.0911798747606659
"53",-0.103549566740778
"54",-0.117539424553525
"55",-0.120816428819515
"56",-0.138512267821683
"57",-0.133764188035362
"58",-0.124655564695934
"59",-0.147397813052267
"60",-0.141286325583116
"61",-0.133675647591235
"62",-0.141061086795425
"63",-0.146579435421448
"64",-0.157250493346038
"65",-0.138318391383851
"66",-0.15010003514696
"67",-0.136399154816262
"68",-0.139283711782181
"69",-0.121336810268746
"70",-0.113120690926064
"71",-0.107748831805985
"72",-0.114108995067486
"73",-0.108148546645439
"74",-0.120261653932888
"75",-0.10843250918341
"76",-0.124071259990183
"77",-0.113157186744453
"78",-0.116701504937321
"79",-0.118568706386076
"80",-0.128892378392653
"81",-0.136089251669308
"82",-0.121209942980284
"83",-0.121688359122117
"84",-0.124092642222633
"85",-0.122032349267943
"86",-0.126893889560598
"87",-0.125045177405854
"88",-0.128598282547411
"89",-0.138778138110541
"90",-0.145122448748073
"91",-0.159238755718259
"92",-0.179149568781775
"93",-0.233736606769881
"94",-0.314399086448352
"95",-0.338693028194667
"96",-0.409768784048127
"97",-0.328963137114963
"98",-0.326258943553651
"99",-0.356235551498503
"100",-0.388872994749844
"101",-0.342040159205281
"102",-0.375320258242008
"103",-0.357763143206005
"104",-0.335126511182815
"105",-0.328336564517063
"106",-0.31720675077603
"107",-0.320092414284541
"108",-0.323843274730069
"109",-0.320498584263452
"110",-0.307022856708101
"111",-0.289323248737428
"112",-0.28883582424852
"113",-0.307249706215988
"114",-0.299138116121235
"115",-0.313518556088214
"116",-0.288057027178003
"117",-0.329628087341142
"118",-0.30969742772385
"119",-0.296707645184203
"120",-0.289136624446269
"121",-0.274690837729357
"122",-0.269655749837177
"123",-0.26133530117017
"124",-0.232126899598707
"125",-0.243501276975229
"126",-0.226723257980023
"127",-0.194427809888331
"128",-0.17739012041488
"129",-0.159053698710516
"130",-0.15456876484154
"131",-0.14311657187206
"132",-0.1546519245262
"133",-0.161975878535671
"134",-0.140426984571143
"135",-0.128901225100591
"136",-0.122540230086327
"137",-0.095159300970556
"138",-0.107299073303169
"139",-0.115120034195534
"140",-0.108577910659226
"141",-0.115936828212042
"142",-0.105273345638004
"143",-0.097937077456365
"144",-0.106960514391711
"145",-0.117380663434804
"146",-0.10218766146863
"147",-0.0999798537625812
"148",-0.0957553819609488
"149",-0.11794522430247
"150",-0.0996823318592521
"151",-0.0982071252405919
"152",-0.0993858172667284
"153",-0.109846056186075
"154",-0.0941860161206004
"155",-0.0957150454933865
"156",-0.0859991890898421
"157",-0.0710645114616971
"158",-0.0756478601089697
"159",-0.0614953846891901
"160",-0.0594616883313714
"161",-0.0881506553104035
