"","V1"
"1",-0.0518666154928464
"2",-0.0589425178222838
"3",-0.0293298835646683
"4",-0.0342460854406622
"5",-0.0270249197534158
"6",-0.0338616077031776
"7",-0.0365778812385519
"8",-0.0455702843653833
"9",-0.0475147029560594
"10",-0.0752546832539243
"11",-0.0566155120338321
"12",-0.071992926528965
"13",-0.0642695093768333
"14",-0.0764189966165319
"15",-0.0636670444496637
"16",-0.0691072231666323
"17",-0.0628565682307336
"18",-0.0669434691800476
"19",-0.0818945908350687
"20",-0.0671285527876154
"21",-0.112143709687507
"22",-0.0654364591090315
"23",-0.0408667167144851
"24",-0.0818248724087752
"25",-0.0864661590364706
"26",-0.0948417515235106
"27",-0.0811573454879848
"28",-0.0509720712265887
"29",-0.065983580669619
"30",-0.0725354659658386
"31",-0.116354738282283
"32",-0.0873806439076603
"33",-0.0958934774054938
"34",-0.131116664712332
"35",-0.0631547100025139
"36",-0.153581645701821
"37",-0.11779292946856
"38",-0.113079499121404
"39",-0.105899014629727
"40",-0.11698253800868
"41",-0.0921635683711592
"42",-0.11353912519901
"43",-0.126420415151056
"44",-0.0921001373860362
"45",-0.125639971982352
"46",-0.133887975167681
"47",-0.142858166590565
"48",-0.161531585698068
"49",-0.128197824245871
"50",-0.139968461645292
"51",-0.203836489560192
"52",-0.135997183942532
"53",-0.151088533709056
"54",-0.170082496376786
"55",-0.141524692420142
"56",-0.145797807325374
"57",-0.0981132515586776
"58",-0.117153597911584
"59",-0.167274715486627
"60",-0.150291442479905
"61",-0.134629300705162
"62",-0.137835492066886
"63",-0.160840188970364
"64",-0.175919309938812
"65",-0.134578362269756
"66",-0.200789817184702
"67",-0.157353726085397
"68",-0.191326523187035
"69",-0.16502591198847
"70",-0.142364562213395
"71",-0.158830428539836
"72",-0.149545619213584
"73",-0.106102295665615
"74",-0.134368654925906
"75",-0.108751390869832
"76",-0.13214007263648
"77",-0.131233439891024
"78",-0.130801761059026
"79",-0.154431195023067
"80",-0.159722998701397
"81",-0.166295174541138
"82",-0.150702302956013
"83",-0.162758198193348
"84",-0.148947884472432
"85",-0.14772964156483
"86",-0.151473747381849
"87",-0.167526839075358
"88",-0.144578068250551
"89",-0.152739926089073
"90",-0.171076357050514
"91",-0.205523148795329
"92",-0.304285381132059
"93",-0.3115770544275
"94",-0.288356348883879
"95",-0.448274897016889
"96",-0.476283299809578
"97",-0.280677993603116
"98",-0.364055905828095
"99",-0.4228479617335
"100",-0.479199207174507
"101",-0.323860157567967
"102",-0.371284847642573
"103",-0.368185823509454
"104",-0.315379506690123
"105",-0.35602039515458
"106",-0.352954262100046
"107",-0.342066097251693
"108",-0.325117477134425
"109",-0.347536301940804
"110",-0.329826581716609
"111",-0.302109109958516
"112",-0.339471760594878
"113",-0.301612150286425
"114",-0.326615471572079
"115",-0.352965342686988
"116",-0.247367073963764
"117",-0.390878433146305
"118",-0.315340960561557
"119",-0.247345496535606
"120",-0.287490174135122
"121",-0.268045950667673
"122",-0.262210427627207
"123",-0.30600539396806
"124",-0.223762409817232
"125",-0.292151710682128
"126",-0.223630943060612
"127",-0.18768207676546
"128",-0.176006088042622
"129",-0.17660558275183
"130",-0.185453952404014
"131",-0.150249496732164
"132",-0.164905968020294
"133",-0.18187540158142
"134",-0.138132835696994
"135",-0.115513732931338
"136",-0.112269090983319
"137",-0.0335215737837412
"138",-0.13493201122686
"139",-0.121699828430368
"140",-0.103024158889191
"141",-0.14516120497062
"142",-0.0868836681014161
"143",-0.0714974617397306
"144",-0.129015138685139
"145",-0.129085017053945
"146",-0.0972381687362951
"147",-0.121924487166652
"148",-0.0964187453860798
"149",-0.124345582228802
"150",-0.119018257622084
"151",-0.082493783382783
"152",-0.109165992950846
"153",-0.130721343768221
"154",-0.0661023691808505
"155",-0.113298991213319
"156",-0.0872450911478832
"157",-0.0693196030098501
"158",-0.0971111054453432
"159",-0.0809790660121999
"160",-0.0708152334992632
"161",-0.0969811746808861
"162",-0.0864873579974796
"163",-0.08835580693139
"164",-0.0970342900189567
"165",-0.0688153040787901
"166",-0.0736475084261335
"167",-0.0711250214888847
"168",-0.0589440891939109
"169",-0.0605029675642808
"170",-0.0669854514475826
"171",-0.0707305215955334
"172",-0.0448383055239904
"173",-0.0806906230723078
"174",-0.031206069306668
"175",-0.067346453876871
"176",-0.120356468916436
"177",-0.0921435266601458
"178",-0.140908115284788
"179",-0.110308402852965
"180",-0.157602989108767
"181",-0.100648412093989
"182",-0.120427643959433
"183",-0.134831199275091
"184",-0.157740913374941
