"","V1"
"1",-0.0358622996210873
"2",-0.042093315625812
"3",-0.0378714576266722
"4",-0.0327911328892071
"5",-0.0334877028262151
"6",-0.0487719189426845
"7",-0.0374193476403272
"8",-0.052666132853194
"9",-0.0489178087164028
"10",-0.0693080770121192
"11",-0.070728505325573
"12",-0.0700149693293418
"13",-0.0759823512378789
"14",-0.0575565149429709
"15",-0.0619443780539522
"16",-0.0508679343318862
"17",-0.0578435298054535
"18",-0.0463974117300539
"19",-0.0501013443662119
"20",-0.0331650882032053
"21",-0.0562733448858609
"22",-0.0329839725144457
"23",-0.0267933860100072
"24",-0.0295399823126224
"25",-0.0382589978098179
"26",-0.0233037111106261
"27",-0.0442659430432056
"28",-0.0526572533797111
"29",-0.0702234785141367
"30",-0.0656649363873686
"31",-0.0932181210519234
"32",-0.106422613799925
"33",-0.131415286819701
"34",-0.105679961604398
"35",-0.113425906875373
"36",-0.0394992364647768
"37",-0.113464229657719
"38",-0.110152847122971
"39",-0.0616472058835172
"40",-0.027636052719702
"41",-0.028824631777957
"42",-0.0531432694344669
"43",-0.0674459988640988
"44",-0.0784529259807917
"45",-0.0795362452036351
"46",-0.0784815088290942
"47",-0.0828553526651463
"48",-0.0804137411263392
"49",-0.0934327007203647
"50",-0.0646253516412916
"51",-0.0512856977108497
"52",-0.0389013543356851
"53",-0.0666020753511618
"54",-0.0624117708110053
"55",-0.0851895099920906
"56",-0.0865908783400527
"57",-0.122804552059415
"58",-0.132187635247976
"59",-0.117429265433548
"60",-0.130728153843379
"61",-0.115399490309811
"62",-0.124314621794612
"63",-0.117213100647917
"64",-0.111122631022406
"65",-0.117064361675526
"66",-0.0808396585605871
"67",-0.0941547552015338
"68",-0.0615391094723537
"69",-0.0709399357481459
"70",-0.0511797112271039
"71",-0.0528129977977075
"72",-0.0572138550593127
"73",-0.0812376179279175
"74",-0.0709519122018812
"75",-0.0851138434867482
"76",-0.0846574813902704
"77",-0.090678518133209
"78",-0.0794339867416706
"79",-0.0729831652790024
"80",-0.0937284815156515
"81",-0.0870320573901382
"82",-0.0770438678891626
"83",-0.0594891340385966
"84",-0.0753391332069663
"85",-0.0863706630691875
"86",-0.0721223836157201
"87",-0.0685874940782099
"88",-0.0632045880462547
"89",-0.0581953462038372
"90",-0.0928338780968875
"91",-0.0940833908977357
"92",-0.0527715544924577
"93",-0.149589088385832
"94",-0.220949158778391
"95",-0.399224393949057
"96",-0.414113928022976
"97",-0.367314811675937
