"","V1"
"1",-0.041755463519375
"2",-0.0442785457292743
"3",-0.0292326795420899
"4",-0.0299911593893158
"5",-0.0268369046423932
"6",-0.0290743641805035
"7",-0.030927779638941
"8",-0.0344858117649216
"9",-0.035646643527658
"10",-0.0620833976323712
"11",-0.0520582904058819
"12",-0.0623730340306272
"13",-0.0565873341547425
"14",-0.0621216597571597
"15",-0.0549817590734681
"16",-0.0529300549432304
"17",-0.0494153559274753
"18",-0.0503774860549723
"19",-0.0554736708344394
"20",-0.0486959027667346
"21",-0.0649010011832596
"22",-0.0461857270237511
"23",-0.0330840208705353
"24",-0.0498921609763044
"25",-0.0478393139648884
"26",-0.0535568698516169
"27",-0.0526411820757106
"28",-0.0412329831006285
"29",-0.0481212589850335
"30",-0.0531465543608624
"31",-0.0891655073742867
"32",-0.0869894846594626
"33",-0.0971230146370808
"34",-0.110024565892655
"35",-0.0708356925469126
"36",-0.112392941265855
"37",-0.108919331736447
"38",-0.104362392481324
"39",-0.0861978597372377
"40",-0.0816996413536649
"41",-0.0726679174093533
"42",-0.0799404033106479
"43",-0.0928835269613393
"44",-0.0801875760233038
"45",-0.0976395731919052
"46",-0.108914507836832
"47",-0.114911096226599
"48",-0.129094234366062
"49",-0.116949538119171
"50",-0.122337807175949
"51",-0.147015835448226
"52",-0.112465989017476
"53",-0.124598080708005
"54",-0.138618152375516
"55",-0.135538871164913
"56",-0.146850277493227
"57",-0.133968236555674
"58",-0.13638151111735
"59",-0.162565506715337
"60",-0.158063523888397
"61",-0.145855945503725
"62",-0.151216350575092
"63",-0.163932410451535
"64",-0.181302633235702
"65",-0.155938181144764
"66",-0.183242746737626
"67",-0.162656770765359
"68",-0.170480384647564
"69",-0.154268856000208
"70",-0.135076457649081
"71",-0.136289418678544
"72",-0.134539610933719
"73",-0.118504691552069
"74",-0.132094702498554
"75",-0.118733862690081
"76",-0.134899517682718
"77",-0.127776310320837
"78",-0.127902373676966
"79",-0.138492737785516
"80",-0.149938343385392
"81",-0.158390655026744
"82",-0.145957488399052
"83",-0.148023065782405
"84",-0.145065540009104
"85",-0.145725865813465
"86",-0.148239577680803
"87",-0.152208596228187
"88",-0.147196973890421
"89",-0.156077838494676
"90",-0.171139749417683
"91",-0.197937539364116
"92",-0.244642178523104
"93",-0.283080838748324
"94",-0.330305413587766
"95",-0.42834245131915
"96",-0.483677820724997
"97",-0.371833698847358
"98",-0.385841278127606
"99",-0.425439688983763
"100",-0.47068932997396
"101",-0.402057291312479
"102",-0.431781205358781
"103",-0.418924174560206
"104",-0.384252703979276
"105",-0.389947338867994
"106",-0.385538112558697
"107",-0.374402211935316
"108",-0.371093263541617
"109",-0.377635165536075
"110",-0.36141051627962
"111",-0.341647722396893
"112",-0.34423154142346
"113",-0.345170023803084
"114",-0.348833740650245
"115",-0.367409358580978
"116",-0.328891363489951
"117",-0.40287868942383
"118",-0.366849200925588
"119",-0.331376842526727
"120",-0.336996492117036
"121",-0.318623477942972
"122",-0.309299751050393
"123",-0.317942655124004
"124",-0.2698907158771
"125",-0.291579737156869
"126",-0.259883985368794
"127",-0.223543506785038
"128",-0.202909321667562
"129",-0.185222580167128
"130",-0.181146535228269
"131",-0.161711492793088
"132",-0.174182627056356
"133",-0.186013823238604
"134",-0.162060428330217
"135",-0.142474633203134
"136",-0.131694369837444
"137",-0.0836071008092524
"138",-0.124048179111281
"139",-0.129040143178116
"140",-0.115608115652469
"141",-0.13398704954679
"142",-0.109439832209946
"143",-0.0980821964289767
"144",-0.119570475666446
"145",-0.127942918228748
"146",-0.111761780294195
"147",-0.115968205915983
"148",-0.101838571379901
"149",-0.125042742400753
"150",-0.115553853054809
"151",-0.101949804922543
"152",-0.109762274592057
"153",-0.125115853175403
"154",-0.0930127146582103
"155",-0.10841619327805
"156",-0.0910659763416686
"157",-0.0749678128391915
"158",-0.0843324837762909
"159",-0.0705516674182577
"160",-0.0626272493434286
"161",-0.0905695956784086
"162",-0.0860800568516174
"163",-0.0913773558126114
"164",-0.0934638752495315
"165",-0.0796273051153864
"166",-0.0759208680386178
"167",-0.073502180067922
"168",-0.06462947615389
"169",-0.0621723326007889
"170",-0.0629032398281156
"171",-0.0624765999629123
"172",-0.0485174291174003
"173",-0.0654227426070749
"174",-0.0427952294736948
"175",-0.0645261493892587
"176",-0.121260642105395
"177",-0.105341158543464
"178",-0.143100293911018
"179",-0.127582992788715
"180",-0.153910667741127
"181",-0.125306933145906
"182",-0.126460739081369
"183",-0.137768522875482
"184",-0.152334966810836
"185",-0.132518301855253
"186",-0.133116931288279
"187",-0.119032154616704
"188",-0.113687917700312
"189",-0.117087707723536
"190",-0.134674607029493
"191",-0.129844203916143
"192",-0.123963149400601
"193",-0.119047030774148
"194",-0.126488096433348
"195",-0.122436762019963
"196",-0.133105867928796
"197",-0.133184200743789
"198",-0.132052291436474
"199",-0.134759474624976
"200",-0.130639694306189
"201",-0.136169997971339
"202",-0.12540177982372
"203",-0.145606738109954
"204",-0.126860556190764
"205",-0.126010567174298
"206",-0.115093060355308
"207",-0.10645743806019
"208",-0.086184767608288
"209",-0.0790971468960903
"210",-0.0795465830414777
"211",-0.0847001297435103
"212",-0.0796244624361625
"213",-0.0828597799758941
"214",-0.0812895292653017
"215",-0.0756310081147622
"216",-0.0596568197464716
"217",-0.0671304757024803
"218",-0.0757501454610915
"219",-0.0788100655228363
"220",-0.0781824380793209
"221",-0.0983686779815891
"222",-0.0829327103950956
"223",-0.0687591330783384
"224",-0.0734207331677404
"225",-0.0583292767831001
"226",-0.0647795760944781
"227",-0.0645033570009992
"228",-0.0780233915225841
"229",-0.0782778783786437
"230",-0.0765956484571682
"231",-0.0748557352922724
"232",-0.0849656247864641
"233",-0.0976411773639669
"234",-0.0978237347735915
"235",-0.100938341937578
"236",-0.0902889841946599
"237",-0.0786187785557308
"238",-0.0988097295511972
"239",-0.0921673532546491
"240",-0.112774738559716
"241",-0.143679817388995
"242",-0.159842568525174
"243",-0.188572220568668
"244",-0.183466059254762
"245",-0.175504468605576
"246",-0.189450740899803
"247",-0.180427530421715
"248",-0.211232452134096
"249",-0.213612043113723
"250",-0.203303289499015
"251",-0.166862525480517
"252",-0.164312437819499
"253",-0.134773847045914
"254",-0.155748479231292
"255",-0.161972557366563
"256",-0.167079187304231
"257",-0.180859149001669
"258",-0.167416914428264
"259",-0.160373515277886
"260",-0.150718178129947
"261",-0.149595744001191
"262",-0.155636130389323
"263",-0.152734994672655
"264",-0.146968337528822
"265",-0.139952333966935
"266",-0.136487470209579
"267",-0.139394884588564
"268",-0.146884433141428
"269",-0.13672070228811
"270",-0.132283646007392
"271",-0.131113363036128
"272",-0.127972915198822
"273",-0.115782993906843
"274",-0.112923168281084
"275",-0.113685062820316
"276",-0.124149123373017
"277",-0.133835715089242
"278",-0.127330804371302
"279",-0.129278429694486
"280",-0.136636266835747
"281",-0.139481977663448
"282",-0.167773224654349
"283",-0.157281333159893
"284",-0.178524895868893
"285",-0.165488732041156
"286",-0.168921970173487
"287",-0.15513964820848
"288",-0.147239836857664
"289",-0.151337667989173
"290",-0.151838453930552
"291",-0.151338483950933
"292",-0.149835552968871
"293",-0.140174454605069
"294",-0.144517550145304
"295",-0.132919673041416
"296",-0.134214630963825
"297",-0.138024618458167
"298",-0.132798594605195
"299",-0.130157425085789
"300",-0.127331266582284
"301",-0.124682621684976
"302",-0.122465766612637
"303",-0.112866251430831
"304",-0.10594266562793
"305",-0.109602364996912
"306",-0.104993175521861
"307",-0.11461436746585
"308",-0.118007604245718
"309",-0.116372816142499
"310",-0.11890853452835
"311",-0.117833415548733
"312",-0.122706792729975
"313",-0.116866844717051
"314",-0.124297746893083
