"","V1"
"1",-0.0651852479673646
"2",-0.0840962357528104
"3",-0.0579073423804131
"4",-0.0595503290862916
"5",-0.0531890211043186
"6",-0.0845066727759143
"7",-0.0687846181118047
"8",-0.103310657525553
"9",-0.100388848254097
"10",-0.111760198887692
"11",-0.105433916209017
"12",-0.105457088247137
"13",-0.117068684989466
"14",-0.102078753275772
"15",-0.0991187483527372
"16",-0.0996692089755218
"17",-0.102412098733658
"18",-0.0896525367656845
"19",-0.107794649939503
"20",-0.0668296891974852
"21",-0.14867164941845
"22",-0.0660309538805309
"23",-0.0353164732718282
"24",-0.0764238042745116
"25",-0.094275035891028
"26",-0.0726697773753905
"27",-0.0803589400941047
"28",-0.0699304516221639
"29",-0.115616485474343
"30",-0.109739970600335
"31",-0.147795036142181
"32",-0.115772873101173
"33",-0.127787422928989
"34",-0.119519544479252
"35",-0.138276683447307
"36",-0.0493249813005329
"37",-0.134370855311735
"38",-0.126619491990039
"39",-0.0822533424295429
"40",-0.0583856949842977
"41",-0.03062209321343
"42",-0.0987495942839464
"43",-0.115889713594324
"44",-0.09924963376971
"45",-0.12134254358392
"46",-0.0961558188183007
"47",-0.107196490984863
"48",-0.115937989358678
"49",-0.112086892618117
"50",-0.0849464953049315
"51",-0.122417324374696
"52",-0.060388277520893
"53",-0.106695225287712
"54",-0.108359727267946
"55",-0.101901139014765
"56",-0.0970849820507972
"57",-0.0896091668359738
"58",-0.134592343823476
"59",-0.158180348326239
"60",-0.15635713942769
"61",-0.135423074817095
"62",-0.145848201897643
"63",-0.152597308243798
"64",-0.102345636914739
"65",-0.108924087436855
"66",-0.106236417595055
"67",-0.1001151509175
"68",-0.102456386967419
"69",-0.0963998707003747
"70",-0.0678551621645854
"71",-0.096368066500017
"72",-0.0984862125800817
"73",-0.102634090189451
"74",-0.115086940024041
"75",-0.110669938490204
"76",-0.10682021192963
"77",-0.125331790610119
"78",-0.109234936661533
"79",-0.114486608328292
"80",-0.125899704162338
"81",-0.0999604272282062
"82",-0.0867974337837195
"83",-0.0764381992172609
"84",-0.0915492643950482
"85",-0.11178556953586
"86",-0.103046239252549
"87",-0.125149305821172
"88",-0.0782823772090109
"89",-0.0645176144438874
"90",-0.102338621735418
"91",-0.0976917449176499
"92",-0.0792660879678736
"93",-0.191499540541417
"94",-0.126374384416086
"95",-0.446616078692449
"96",-0.428697596695161
"97",-0.277228811438106
"98",-0.277768589386353
"99",-0.394094634819262
"100",-0.372738470139134
"101",-0.216477031444386
"102",-0.236248230456862
"103",-0.261105224594978
"104",-0.175341539345515
"105",-0.20509343581867
"106",-0.32073484061771
"107",-0.224236983661558
"108",-0.193403714500504
"109",-0.250444773647236
"110",-0.249875789562802
"111",-0.273164808910501
"112",-0.285047571884956
"113",-0.180763455863819
"114",-0.257376531421619
"115",-0.268108244712341
"116",-0.189853136376032
"117",-0.364862355863143
"118",-0.2529057802538
"119",-0.117098787205853
"120",-0.193108465885651
"121",-0.160043719132886
"122",-0.163091783078842
"123",-0.2544371549047
"124",-0.171471737140303
"125",-0.229988040786139
"126",-0.160483425177753
"127",-0.14623433959411
"128",-0.144716067726953
"129",-0.165648643244147
"130",-0.158399157965738
"131",-0.133137782521712
"132",-0.134851717974025
"133",-0.166673653470099
"134",-0.15724532600479
"135",-0.108384994069344
"136",-0.105376681915956
"137",-0.00259813908340984
"138",-0.15844343578531
"139",-0.142410098965565
"140",-0.100410531331733
"141",-0.163943730717308
"142",-0.0953451897140844
"143",-0.0728870105247583
"144",-0.145201608687938
"145",-0.150705571619709
"146",-0.132357691456307
"147",-0.148259031509413
"148",-0.0901429504577909
"149",-0.120354802243207
"150",-0.160342103567677
"151",-0.0847862026612694
"152",-0.110518052028906
"153",-0.150374214641185
"154",-0.0404508962894571
"155",-0.119769096206447
"156",-0.0769154209731478
"157",-0.0725108772840247
"158",-0.110547221784463
"159",-0.124126770592565
"160",-0.0766800017530922
"161",-0.103392165042968
"162",-0.094711646736319
"163",-0.102117172096788
"164",-0.129348465046212
"165",-0.0953357339246547
"166",-0.0801295497184135
"167",-0.0974290156730382
"168",-0.0671037838930006
"169",-0.0748197761221546
"170",-0.0842286622426406
"171",-0.100122298880627
"172",-0.0636461298286799
"173",-0.114242618799251
"174",-0.0432928098823928
"175",-0.0754008577470825
"176",-0.14050299568534
"177",-0.134643059788136
"178",-0.164847674259226
"179",-0.126827079619263
"180",-0.185523018940292
"181",-0.102586611253754
"182",-0.126621637511805
"183",-0.110172803179927
"184",-0.146415928793524
"185",-0.15677829463748
"186",-0.127131065777985
"187",-0.116791901703206
"188",-0.0988932780320821
"189",-0.127940176032747
"190",-0.113254216389168
"191",-0.125858339997986
"192",-0.103451667349923
"193",-0.114450380008735
"194",-0.14247600221162
"195",-0.120917686811809
"196",-0.150727850745396
"197",-0.128658009274189
"198",-0.12069939076637
"199",-0.112633457599344
"200",-0.0997068954492581
"201",-0.137519493017754
"202",-0.111854940962227
"203",-0.131613132564735
"204",-0.126952923261979
"205",-0.0943967798943408
"206",-0.128064026531647
"207",-0.127130577567492
"208",-0.0970185178092047
"209",-0.0736995283304613
"210",-0.0733809533052037
"211",-0.109628236651338
"212",-0.097808562757627
"213",-0.0845778184330468
"214",-0.0786022715815584
"215",-0.114380642555837
"216",-0.0749628587311256
"217",-0.095218261767607
"218",-0.0741605891178702
"219",-0.107331813306021
"220",-0.0774162673319789
"221",-0.0985477108455246
"222",-0.12877506832494
"223",-0.0842432862239146
"224",-0.105212675291595
"225",-0.0469145376998176
"226",-0.0790214160627795
"227",-0.0818195393030568
"228",-0.0844184304717631
"229",-0.0875376591414506
"230",-0.0811865701358199
"231",-0.0695352906893964
"232",-0.0705519220286293
"233",-0.102484998559315
"234",-0.0909235571765879
"235",-0.104004012152812
"236",-0.119290971201245
"237",-0.0654771102849842
"238",-0.0926686060839993
"239",-0.096335427334917
"240",-0.0968446706799498
"241",-0.163145422440044
"242",-0.12647026307157
"243",-0.161538384385452
"244",-0.213870148682876
"245",-0.159347646885217
"246",-0.167910149755553
"247",-0.199466203582153
"248",-0.18631935017576
"249",-0.21256603871903
"250",-0.233684737554412
"251",-0.171696741131472
"252",-0.139589227264074
"253",-0.117532873894356
"254",-0.135526351532072
"255",-0.167215542955363
"256",-0.130804394100078
"257",-0.150557067299521
"258",-0.192249776791657
"259",-0.139528654040254
"260",-0.0861685433248092
"261",-0.134717243945921
"262",-0.126093185555666
"263",-0.145803236171882
"264",-0.118493220752037
"265",-0.118187927525445
"266",-0.0815418771170034
"267",-0.121130324325378
"268",-0.140906609482709
"269",-0.12660321936915
"270",-0.120163462161406
"271",-0.116145796197889
"272",-0.105722191689967
"273",-0.0984274330636786
"274",-0.089217229580775
"275",-0.0898825724244476
"276",-0.101262330701325
"277",-0.0927173543252492
"278",-0.0897760874331726
"279",-0.106843452013515
"280",-0.0791165426640777
"281",-0.0933964340047403
"282",-0.140931833809069
"283",-0.124080378199671
"284",-0.12970176146733
"285",-0.139593902694681
"286",-0.141034759476261
"287",-0.106621794302507
"288",-0.102831798971307
"289",-0.0878248939118955
"290",-0.105721471898487
"291",-0.121318205810797
"292",-0.127181777573093
"293",-0.104114546015284
"294",-0.136427496707422
"295",-0.0983238024619839
"296",-0.0926361592331286
"297",-0.0944981069602915
"298",-0.119788120164255
"299",-0.108202662685899
"300",-0.117990042897524
"301",-0.0942975703679346
"302",-0.11066518084901
"303",-0.0752049937979433
"304",-0.0882865782433872
"305",-0.102629329726424
"306",-0.084574354541518
"307",-0.0925751010076093
"308",-0.0945217405211497
"309",-0.126184083066328
"310",-0.100203699349588
"311",-0.0880958453449157
"312",-0.102534230950644
"313",-0.0946608483819577
"314",-0.0940326034348698
