"","V1"
"1",-0.0251712650292022
"2",-0.0252188123726751
"3",-0.0173028810983305
"4",-0.0162395830438791
"5",-0.0151734794005037
"6",-0.014187892181838
"7",-0.0160467738198122
"8",-0.01521986777175
"9",-0.0154357043048515
"10",-0.0376030117258716
"11",-0.0306751207665655
"12",-0.0390784223986814
"13",-0.0340317095608875
"14",-0.0372319214031798
"15",-0.0334233724796773
"16",-0.0290418084453823
"17",-0.0275035775530267
"18",-0.0281330192856085
"19",-0.0289580233113131
"20",-0.0292621533783697
"21",-0.0310420993383696
"22",-0.031162171487319
"23",-0.0225332868978868
"24",-0.0306152201832516
"25",-0.0265852562626919
"26",-0.0358034110777608
"27",-0.0399680987046722
"28",-0.0350070580518018
"29",-0.0316045975197215
"30",-0.0353053285063079
"31",-0.061382660686952
"32",-0.0676367435982127
"33",-0.080129416126516
"34",-0.074711815110619
"35",-0.0429555480240162
"36",-0.100810027389269
"37",-0.0879213815619515
"38",-0.0760797208816806
"39",-0.0635333235830868
"40",-0.0572737110561424
"41",-0.0634078136488909
"42",-0.0604186972760097
"43",-0.0650871877042518
"44",-0.0595833283416744
"45",-0.070007296827846
"46",-0.0788162669256908
"47",-0.0874884922324342
"48",-0.0938820361876342
"49",-0.0878586476232155
"50",-0.0926171262990882
"51",-0.0994141189059729
"52",-0.08704077354658
"53",-0.0980651690145608
"54",-0.0998844507558886
"55",-0.101216395410403
"56",-0.108878167525286
"57",-0.0951138951016605
"58",-0.107542142898333
"59",-0.122446210342813
"60",-0.123847205224237
"61",-0.111977234307603
"62",-0.112465304289431
"63",-0.113826579453533
"64",-0.144749394292799
"65",-0.116452060644399
"66",-0.154218544084002
"67",-0.132185332389667
"68",-0.125977786824851
"69",-0.1161873376694
"70",-0.109728484171385
"71",-0.106420956862247
"72",-0.105377478257927
"73",-0.0958099966321797
"74",-0.0971972801620439
"75",-0.0926397094693479
"76",-0.104793561532867
"77",-0.101911677854762
"78",-0.0992373811176371
"79",-0.101635393301995
"80",-0.11837028946073
"81",-0.124727856840407
"82",-0.110435124651507
"83",-0.122341166648994
"84",-0.117882125807672
"85",-0.113427940632601
"86",-0.115670270894457
"87",-0.106264632080372
"88",-0.11281878001566
"89",-0.121130954695238
"90",-0.133299152760034
"91",-0.135803570851015
"92",-0.198932755808653
"93",-0.219459982500592
"94",-0.285750957351878
"95",-0.344807731840032
"96",-0.405462166264558
"97",-0.310977732718902
"98",-0.303081264293309
"99",-0.332297859239294
"100",-0.370249763250116
"101",-0.340327238318052
"102",-0.349755171996371
"103",-0.333152722212171
"104",-0.305218719891826
"105",-0.298250538826352
"106",-0.28970621731521
"107",-0.284809552449017
"108",-0.28990382451904
"109",-0.292409110065424
"110",-0.28260075789498
"111",-0.272103706301496
"112",-0.257975823855507
"113",-0.276565474328035
"114",-0.26935519827063
"115",-0.281035665762677
"116",-0.273592328354704
"117",-0.300410712282201
"118",-0.284642629740375
"119",-0.272355455761348
"120",-0.260505986959683
"121",-0.24658962210202
"122",-0.243294144015975
"123",-0.239068220594441
"124",-0.217944154465341
"125",-0.213636158843041
"126",-0.206202334881546
"127",-0.181120343646326
"128",-0.16736981896178
"129",-0.150924732079825
"130",-0.142717431718858
"131",-0.132561604228708
"132",-0.140572128314066
"133",-0.147605822054389
"134",-0.134919461908763
"135",-0.12276317662609
"136",-0.116362340661152
"137",-0.0949849775718179
"138",-0.100941545564465
"139",-0.109659543491793
"140",-0.102508385054166
"141",-0.106524040303533
"142",-0.100995439168594
"143",-0.0945550530840628
"144",-0.0990969391140741
"145",-0.10940754549747
"146",-0.0976935302512794
"147",-0.0939124673551244
"148",-0.0896626320046001
"149",-0.111488953860205
"150",-0.098326156731177
"151",-0.0962166423167743
"152",-0.0922166014125897
"153",-0.103446262881117
"154",-0.0899296782947321
"155",-0.0898891927383404
"156",-0.0837157670555201
"157",-0.0737191466107581
"158",-0.0753807801711125
"159",-0.0627478631061554
"160",-0.0582782758573111
"161",-0.085604238624478
"162",-0.0819788998271931
"163",-0.0885831345411147
"164",-0.0833358729595972
"165",-0.0757912544261405
"166",-0.0706708527292857
"167",-0.0674770831391169
"168",-0.0629702809922501
"169",-0.0587196247082627
"170",-0.0586952184621827
"171",-0.0581432428837039
"172",-0.0511205889759729
"173",-0.0576475369850456
"174",-0.0502229023663985
"175",-0.0643886292811485
"176",-0.119290575761956
"177",-0.105068945731775
"178",-0.13267346806295
"179",-0.118607680725754
"180",-0.132016398884386
"181",-0.11564861999736
"182",-0.10722004764182
"183",-0.118032267114999
"184",-0.124418676988241
"185",-0.112601671191947
"186",-0.110808723890973
"187",-0.103834408537644
"188",-0.0976764857166429
"189",-0.0963758338519726
"190",-0.109614532829467
"191",-0.107543687698381
"192",-0.103895150104617
"193",-0.0990033907165535
"194",-0.0992110134832118
"195",-0.100331441535962
"196",-0.104170315343914
"197",-0.104808401722861
"198",-0.103218251733656
"199",-0.10375091193191
"200",-0.101273616346384
"201",-0.104171266178162
"202",-0.0992775689732712
"203",-0.108043596555652
"204",-0.0953171866079253
"205",-0.103971824557029
"206",-0.0903715341994355
"207",-0.0821628226036567
"208",-0.0694487325660593
"209",-0.0685088546787906
"210",-0.069766256134469
"211",-0.0696984647350676
"212",-0.0659197060398268
"213",-0.071664024457131
